region	phenotype	count	best_rcp
region_chr1_27075376_29689034	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	18	0.785
region_chr1_41509656_43292786	Astle_et_al_2016_Monocyte_count	1	0.51
region_chr1_9305140_10746927	Astle_et_al_2016_Eosinophil_counts	2	0.655
region_chr1_93070902_94040635	Astle_et_al_2016_Eosinophil_counts	2	0.524
region_chr20_18991559_20979069	GIANT_HEIGHT	1	0.919
region_chr20_44051536_46210417	Astle_et_al_2016_Platelet_count	6	0.827
region_chr20_57872903_59831517	UKB_20022_Birth_weight	155	0.934
region_chr20_63558827_64333810	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.672
region_chr22_40149793_42294812	Astle_et_al_2016_Reticulocyte_count	2	0.613
region_chr2_28375910_28994693	UKB_20002_1065_self_reported_hypertension	8	0.781
region_chr2_67783044_68912432	Astle_et_al_2016_Monocyte_count	10	0.983
region_chr3_14775393_16240935	UKB_50_Standing_height	30	0.789
region_chr3_194338942_195065945	Astle_et_al_2016_Myeloid_white_cell_count	1	0.58
region_chr3_49279539_51797999	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	0.912
region_chr4_700926_1476986	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	9	0.702
region_chr4_98502916_99757203	UKB_20002_1466_self_reported_gout	12	1
region_chr6_29770194_30830391	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.689
region_chr6_31603441_32714887	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.637
region_chr6_32714887_33268720	Astle_et_al_2016_Monocyte_count	1	0.574
region_chr7_100599028_101555972	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.556
region_chr7_148118226_150143569	Astle_et_al_2016_White_blood_cell_count	1	0.522
region_chr7_44724229_45913323	Astle_et_al_2016_Lymphocyte_counts	20	0.972
region_chr7_97470258_99117851	Astle_et_al_2016_Red_blood_cell_count	1	0.662
region_chr8_40845818_41863936	UKB_20022_Birth_weight	30	0.851
region_chr9_112930865_114257521	Astle_et_al_2016_White_blood_cell_count	5	0.897
region_chr9_81596318_82825886	UKB_50_Standing_height	4	0.72
region_chr10_101189482_102620653	Astle_et_al_2016_Myeloid_white_cell_count	4	0.62
region_chr10_110801735_113568673	Astle_et_al_2016_Monocyte_count	1	0.628
region_chr11_130472680_131204717	UKB_21001_Body_mass_index_BMI	5	0.53
region_chr12_102571208_104454918	GIANT_HEIGHT	1	0.52
region_chr12_109898914_112825713	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.654
region_chr12_63638681_65165915	Astle_et_al_2016_Platelet_count	2	0.932
region_chr13_48809826_51016955	Astle_et_al_2016_Granulocyte_count	40	0.836
region_chr14_34377045_35390387	Astle_et_al_2016_White_blood_cell_count	3	0.63
region_chr16_1157206_2714828	Astle_et_al_2016_Sum_eosinophil_basophil_counts	15	0.852
region_chr16_2714828_3951195	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.974
region_chr16_29025292_31371622	Astle_et_al_2016_Monocyte_count	10	0.852
region_chr16_29025292_31371622	GIANT_HIP_Combined_EUR	1	0.569
region_chr16_29025292_31371622	RA_OKADA_TRANS_ETHNIC	14	0.744
region_chr17_38653091_40721152	RA_OKADA_TRANS_ETHNIC	3	0.553
region_chr17_5838014_7414079	UKB_21001_Body_mass_index_BMI	1	0.64
region_chr19_15537799_16263605	Astle_et_al_2016_Eosinophil_counts	13	0.789
region_chr19_41625199_43358303	Astle_et_al_2016_Monocyte_count	2	0.517
region_chr19_46646825_48778970	UKB_1180_Morning_or_evening_person_chronotype	1	0.965
region_chr19_55216712_57009967	UKB_23099_Body_fat_percentage	1	0.516
region_chr1_111199115_112730684	UKB_20002_1065_self_reported_hypertension	1	0.759
region_chr1_25190354_27075376	Astle_et_al_2016_Neutrophil_count	5	0.718
region_chr1_44503511_46433829	Astle_et_al_2016_Platelet_count	3	0.563
region_chr22_23370460_24588236	Astle_et_al_2016_Lymphocyte_counts	1	0.633
region_chr22_38911889_40149793	Astle_et_al_2016_White_blood_cell_count	1	0.706
region_chr2_217530757_219589829	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.512
region_chr2_240620667_241210506	IBD.EUR.Ulcerative_Colitis	2	0.998
region_chr2_241210506_242147200	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.541
region_chr2_26672117_28375910	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.836
region_chr3_140235755_141620255	GIANT_HEIGHT	31	0.96
region_chr3_140235755_141620255	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	16	0.64
region_chr3_195065945_196244537	UKB_20002_1111_self_reported_asthma	9	0.692
region_chr3_46616010_47685722	EGG_BW3_EUR	34	0.952
region_chr3_51797999_54047363	GIANT_HEIGHT	11	0.872
region_chr3_63683610_65287863	Astle_et_al_2016_White_blood_cell_count	7	0.932
region_chr3_9501499_10977979	GIANT_HEIGHT	113	1
region_chr4_700926_1476986	Astle_et_al_2016_White_blood_cell_count	4	0.608
region_chr5_132803957_135441711	UKB_21001_Body_mass_index_BMI	1	0.556
region_chr5_82729829_84676871	UKB_23099_Body_fat_percentage	4	0.914
region_chr6_33268720_35487979	Astle_et_al_2016_Lymphocyte_counts	3	0.692
region_chr7_127229167_129138332	Astle_et_al_2016_Sum_eosinophil_basophil_counts	7	0.866
region_chr7_148118226_150143569	Astle_et_al_2016_Granulocyte_count	3	0.534
region_chr8_11421489_13634266	UKB_50_Standing_height	2	0.949
region_chr8_115084266_118673218	UKB_50_Standing_height	9	0.864
region_chr10_101189482_102620653	Astle_et_al_2016_Neutrophil_count	1	0.517
region_chr10_101189482_102620653	UKB_1200_Sleeplessness_or_insomnia	85	0.885
region_chr10_96062600_98481545	UKB_50_Standing_height	3	0.707
region_chr11_30119810_32255355	GIANT_HEIGHT	1	0.55
region_chr11_59013076_62456299	Astle_et_al_2016_Eosinophil_counts	5	0.714
region_chr12_108632125_109898914	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	93	0.858
region_chr12_119316305_121569746	Astle_et_al_2016_Myeloid_white_cell_count	106	0.977
region_chr12_6310587_8224940	Astle_et_al_2016_White_blood_cell_count	2	0.776
region_chr13_111595245_112918174	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.582
region_chr13_98286665_99921841	Astle_et_al_2016_Eosinophil_counts	2	0.713
region_chr16_3951195_5068344	GIANT_HIP_Combined_EUR	4	0.947
region_chr17_41743558_43694719	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	11	0.829
region_chr17_47798656_49440038	Astle_et_al_2016_Myeloid_white_cell_count	4	0.588
region_chr17_82076532_83247139	Astle_et_al_2016_Myeloid_white_cell_count	1	0.64
region_chr19_16263605_18299052	Astle_et_al_2016_Platelet_count	2	0.526
region_chr19_18299052_19766662	GLGC_Mc_TG	2	0.665
region_chr19_43358303_44239955	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	20	0.988
region_chr19_4348970_5811841	Astle_et_al_2016_Red_blood_cell_count	1	0.53
region_chr19_9127717_11173352	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.672
region_chr1_112730684_114331223	Astle_et_al_2016_Myeloid_white_cell_count	2	0.614
region_chr1_11717784_12719464	UKB_6152_8_diagnosed_by_doctor_Asthma	2	0.613
region_chr1_34334157_37083582	Astle_et_al_2016_Neutrophil_count	20	0.984
region_chr1_3666172_4320751	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.927
region_chr20_24737088_25363595	Astle_et_al_2016_Red_blood_cell_count	48	0.671
region_chr20_60986668_62670503	Astle_et_al_2016_Reticulocyte_count	4	0.832
region_chr2_158720570_160913222	Astle_et_al_2016_Myeloid_white_cell_count	1	0.813
region_chr2_26672117_28375910	Astle_et_al_2016_Neutrophil_count	6	0.798
region_chr2_31327584_33138710	Astle_et_al_2016_Reticulocyte_count	11	0.946
region_chr3_128476018_130525891	UKB_50_Standing_height	1	0.518
region_chr3_181793378_184051895	Astle_et_al_2016_Granulocyte_count	1	0.737
region_chr4_119012357_119471529	Astle_et_al_2016_Neutrophil_count	2	0.582
region_chr4_1476986_2841252	Astle_et_al_2016_Monocyte_count	13	0.584
region_chr4_15145822_15925386	Astle_et_al_2016_Red_blood_cell_count	2	0.532
region_chr4_6771316_7537965	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	11	0.973
region_chr5_130183332_132803957	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.747
region_chr5_139885487_141266403	IGAP_Alzheimer	2	0.732
region_chr5_88094174_89595713	SSGAC_Education_Years_Pooled	1	0.723
region_chr6_30830391_31603441	UKB_20002_1464_self_reported_rheumatoid_arthritis	2	0.954
region_chr7_13844577_15104032	UKB_50_Standing_height	1	0.663
region_chr7_5814895_6534226	Astle_et_al_2016_Lymphocyte_counts	2	0.784
region_chr7_73920272_76829247	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	1	0.633
region_chr7_933116_1313431	Astle_et_al_2016_Platelet_count	8	0.558
region_chr8_11421489_13634266	Astle_et_al_2016_Neutrophil_count	2	0.673
region_chr9_10023_1079707	Astle_et_al_2016_White_blood_cell_count	1	0.555
region_chr9_104819468_106536473	Astle_et_al_2016_High_light_scatter_reticulocyte_count	6	0.785
region_chr9_119498019_122109043	Astle_et_al_2016_Lymphocyte_counts	1	0.545
region_chr9_130347830_131252501	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	0.62
region_chr9_39393282_69897795	Astle_et_al_2016_Granulocyte_count	1	0.666
