region	phenotype	count	best_rcp
region_chr4_149762428_151861032	Astle_et_al_2016_Myeloid_white_cell_count	1	0.668
region_chr4_151861032_153556489	Astle_et_al_2016_Reticulocyte_count	6	0.922
region_chr4_151861032_153556489	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	0.704
region_chr4_154134974_156563945	Astle_et_al_2016_Lymphocyte_counts	1	0.568
region_chr4_154134974_156563945	GIANT_HEIGHT	1	0.601
region_chr4_2841252_3844313	Astle_et_al_2016_Neutrophil_count	1	0.594
region_chr4_2841252_3844313	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.585
region_chr4_37253425_38905401	Astle_et_al_2016_Eosinophil_counts	13	0.681
region_chr4_54563389_55681477	UKB_23099_Body_fat_percentage	1	0.577
region_chr4_55681477_58068842	GIANT_HEIGHT	1	0.51
region_chr4_55681477_58068842	UKB_50_Standing_height	6	0.641
region_chr4_6771316_7537965	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	7	0.739
region_chr4_6771316_7537965	Astle_et_al_2016_White_blood_cell_count	4	0.66
region_chr4_67989047_70183435	UKB_20002_1473_self_reported_high_cholesterol	2	0.97
region_chr4_700926_1476986	Astle_et_al_2016_Granulocyte_count	1	0.93
region_chr4_700926_1476986	UKB_20016_Fluid_intelligence_score	5	0.787
region_chr4_73726673_76209554	Astle_et_al_2016_Sum_basophil_neutrophil_counts	7	0.86
region_chr4_78172825_80069143	Astle_et_al_2016_Eosinophil_counts	1	0.565
region_chr4_78172825_80069143	Astle_et_al_2016_Monocyte_count	1	0.514
region_chr4_82451440_83878503	Astle_et_al_2016_White_blood_cell_count	3	0.679
region_chr5_109298233_111485446	Astle_et_al_2016_Eosinophil_counts	7	0.973
region_chr5_109298233_111485446	Astle_et_al_2016_Sum_eosinophil_basophil_counts	6	0.97
region_chr5_109298233_111485446	UKB_20002_1111_self_reported_asthma	1	0.993
region_chr5_114060588_115494673	Astle_et_al_2016_White_blood_cell_count	1	0.624
region_chr5_11940_982137	UKB_50_Standing_height	1	0.815
region_chr5_126449957_128008912	UKB_23099_Body_fat_percentage	29	0.847
region_chr5_130183332_132803957	Astle_et_al_2016_White_blood_cell_count	31	0.946
region_chr5_130183332_132803957	IBD.EUR.Inflammatory_Bowel_Disease	2	0.646
region_chr5_130183332_132803957	UKB_6152_8_diagnosed_by_doctor_Asthma	3	0.585
region_chr5_130183332_132803957	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	5	0.816
region_chr5_132803957_135441711	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.957
region_chr5_132803957_135441711	GIANT_HEIGHT	1	0.663
region_chr5_132803957_135441711	UKB_20022_Birth_weight	7	0.751
region_chr5_137040361_139885487	Astle_et_al_2016_Platelet_count	6	0.631
region_chr5_141266403_143601683	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.868
region_chr5_141266403_143601683	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.769
region_chr5_147802435_149283061	Astle_et_al_2016_Eosinophil_counts	1	0.883
region_chr5_147802435_149283061	Astle_et_al_2016_Granulocyte_count	1	0.897
region_chr5_149283061_151181737	IBD.EUR.Crohns_Disease	1	0.677
region_chr5_151181737_153488214	Astle_et_al_2016_White_blood_cell_count	4	0.919
region_chr5_155946495_157201689	Astle_et_al_2016_Platelet_count	2	0.572
region_chr5_159398690_160546937	UKB_50_Standing_height	1	0.546
region_chr5_173251324_174215868	Astle_et_al_2016_Myeloid_white_cell_count	1	0.991
region_chr5_173251324_174215868	UKB_50_Standing_height	3	0.99
region_chr5_176023592_177824506	Astle_et_al_2016_Platelet_count	10	0.741
region_chr5_176023592_177824506	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.608
region_chr5_176023592_177824506	Astle_et_al_2016_Sum_eosinophil_basophil_counts	21	0.699
region_chr5_176023592_177824506	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.516
region_chr5_177824506_178986463	Astle_et_al_2016_Myeloid_white_cell_count	6	0.889
region_chr5_178986463_179974244	Astle_et_al_2016_White_blood_cell_count	34	0.966
region_chr5_178986463_179974244	UKB_23099_Body_fat_percentage	17	0.948
region_chr5_179974244_181132933	UKB_50_Standing_height	1	0.593
region_chr5_33500075_35048865	Astle_et_al_2016_Platelet_count	6	0.944
region_chr5_35048865_36433852	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.572
region_chr5_50867564_52838788	Astle_et_al_2016_High_light_scatter_reticulocyte_count	34	0.986
region_chr5_50867564_52838788	Astle_et_al_2016_Reticulocyte_count	35	0.985
region_chr5_52838788_54407214	UKB_50_Standing_height	1	0.763
region_chr5_54407214_56121522	Astle_et_al_2016_Monocyte_count	1	0.99
region_chr5_56121522_57325275	Astle_et_al_2016_Reticulocyte_count	2	0.871
region_chr5_68555033_71944629	Astle_et_al_2016_Granulocyte_count	16	0.718
region_chr5_68555033_71944629	Astle_et_al_2016_White_blood_cell_count	18	0.744
region_chr5_71944629_74463501	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	0.864
region_chr5_74463501_76503041	GIANT_HEIGHT	1	0.626
region_chr5_74463501_76503041	UKB_20002_1473_self_reported_high_cholesterol	3	0.847
region_chr5_74463501_76503041	UKB_21001_Body_mass_index_BMI	4	0.872
region_chr5_88094174_89595713	Astle_et_al_2016_Red_blood_cell_count	1	0.516
region_chr5_88094174_89595713	UKB_23099_Body_fat_percentage	8	0.895
region_chr5_94474279_96627815	Astle_et_al_2016_Reticulocyte_count	3	0.871
region_chr5_96627815_97979897	Astle_et_al_2016_Granulocyte_count	2	0.583
region_chr5_96627815_97979897	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.572
region_chr5_96627815_97979897	IBD.EUR.Crohns_Disease	2	0.51
region_chr5_982137_2132328	Astle_et_al_2016_Granulocyte_count	1	0.532
region_chr6_103535520_105608858	GIANT_HEIGHT	4	0.675
region_chr6_105608858_107129102	IBD.EUR.Crohns_Disease	1	0.681
region_chr6_105608858_107129102	IBD.EUR.Inflammatory_Bowel_Disease	1	0.598
region_chr6_108143176_109983044	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.512
region_chr6_108143176_109983044	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.523
region_chr6_108143176_109983044	Astle_et_al_2016_White_blood_cell_count	1	0.529
region_chr6_109983044_112023811	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.983
region_chr6_11790583_13209156	UKB_20002_1265_self_reported_migraine	3	1
region_chr6_11790583_13209156	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	3	1
region_chr6_120190982_121584530	UKB_6152_8_diagnosed_by_doctor_Asthma	3	0.877
region_chr6_127219316_129539886	UKB_20002_1065_self_reported_hypertension	1	0.656
region_chr6_129539886_130614309	Astle_et_al_2016_Lymphocyte_counts	32	0.895
region_chr6_129539886_130614309	Astle_et_al_2016_Red_blood_cell_count	30	0.917
region_chr6_129539886_130614309	Astle_et_al_2016_White_blood_cell_count	28	0.844
region_chr6_13209156_14802693	UKB_20002_1265_self_reported_migraine	1	1
region_chr6_133923105_135903039	Astle_et_al_2016_Eosinophil_counts	7	0.794
region_chr6_133923105_135903039	Astle_et_al_2016_Neutrophil_count	1	0.592
region_chr6_133923105_135903039	Astle_et_al_2016_White_blood_cell_count	3	0.741
region_chr6_133923105_135903039	UKB_20002_1473_self_reported_high_cholesterol	1	0.644
region_chr6_141967342_144998674	Astle_et_al_2016_Monocyte_count	27	0.999
region_chr6_146344288_148599216	Astle_et_al_2016_Neutrophil_count	1	0.631
region_chr6_14802693_17386174	Astle_et_al_2016_Granulocyte_count	4	0.971
region_chr6_14802693_17386174	Astle_et_al_2016_Lymphocyte_counts	1	0.602
region_chr6_14802693_17386174	Astle_et_al_2016_Myeloid_white_cell_count	4	0.971
region_chr6_14802693_17386174	Astle_et_al_2016_Reticulocyte_count	2	0.878
region_chr6_149932268_151591568	Astle_et_al_2016_Eosinophil_counts	1	0.567
region_chr6_151591568_152773361	Astle_et_al_2016_Lymphocyte_counts	1	0.597
region_chr6_157797687_160159465	Astle_et_al_2016_Myeloid_white_cell_count	2	0.831
region_chr6_160159465_161748532	UKB_20002_1473_self_reported_high_cholesterol	1	0.937
region_chr6_160159465_161748532	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	1	0.885
region_chr6_170014949_170742182	Astle_et_al_2016_Monocyte_count	1	0.668
region_chr6_23936391_24852047	Astle_et_al_2016_Lymphocyte_counts	3	0.834
region_chr6_25684359_26791023	Astle_et_al_2016_Myeloid_white_cell_count	1	0.519
region_chr6_25684359_26791023	Astle_et_al_2016_Platelet_count	11	0.948
region_chr6_25684359_26791023	GIANT_HEIGHT	6	0.953
region_chr6_25684359_26791023	UKB_20022_Birth_weight	4	0.937
region_chr6_25684359_26791023	UKB_50_Standing_height	1	0.554
region_chr6_26791023_28050041	Astle_et_al_2016_Neutrophil_count	1	0.764
region_chr6_28949831_29770194	Astle_et_al_2016_Platelet_count	10	0.977
region_chr6_28949831_29770194	RA_OKADA_TRANS_ETHNIC	8	0.989
region_chr6_29770194_30830391	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	9	0.999
region_chr6_29770194_30830391	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	3	0.901
region_chr6_29770194_30830391	UKB_20002_1111_self_reported_asthma	4	0.847
region_chr6_30830391_31603441	Astle_et_al_2016_Monocyte_count	1	0.716
region_chr6_30830391_31603441	Astle_et_al_2016_White_blood_cell_count	3	0.975
region_chr6_30830391_31603441	UKB_20002_1473_self_reported_high_cholesterol	1	0.535
region_chr6_31603441_32714887	Astle_et_al_2016_Granulocyte_count	3	0.775
region_chr6_31603441_32714887	Astle_et_al_2016_Neutrophil_count	3	0.784
region_chr6_31603441_32714887	Astle_et_al_2016_Red_blood_cell_count	2	0.737
region_chr6_31603441_32714887	EAGLE_Eczema	1	0.665
region_chr6_31603441_32714887	UKB_20002_1313_self_reported_ankylosing_spondylitis	1	0.958
region_chr6_31603441_32714887	UKB_50_Standing_height	11	0.91
region_chr6_31603441_32714887	pgc.scz2	2	0.565
region_chr6_32714887_33268720	RA_OKADA_TRANS_ETHNIC	2	0.858
region_chr6_32714887_33268720	UKB_20002_1111_self_reported_asthma	1	0.532
region_chr6_32714887_33268720	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	6	0.889
region_chr6_32714887_33268720	UKB_20002_1473_self_reported_high_cholesterol	22	0.935
region_chr6_32714887_33268720	UKB_21001_Body_mass_index_BMI	2	0.682
region_chr6_33268720_35487979	Astle_et_al_2016_Granulocyte_count	2	0.707
region_chr6_33268720_35487979	Astle_et_al_2016_High_light_scatter_reticulocyte_count	11	0.797
region_chr6_33268720_35487979	Astle_et_al_2016_Myeloid_white_cell_count	25	0.785
region_chr6_33268720_35487979	Astle_et_al_2016_Neutrophil_count	6	0.745
region_chr6_33268720_35487979	Astle_et_al_2016_Platelet_count	47	0.965
region_chr6_33268720_35487979	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	0.73
region_chr6_33268720_35487979	RA_OKADA_TRANS_ETHNIC	1	0.755
region_chr6_35487979_37604820	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.777
region_chr6_37604820_39327901	UKB_50_Standing_height	1	0.581
region_chr6_40377376_42070983	Astle_et_al_2016_Lymphocyte_counts	8	0.7
region_chr6_40377376_42070983	Astle_et_al_2016_Neutrophil_count	16	0.932
region_chr6_40377376_42070983	UKB_1160_Sleep_duration	17	0.685
region_chr6_42070983_43788432	Astle_et_al_2016_Granulocyte_count	2	0.556
region_chr6_42070983_43788432	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.551
region_chr6_42070983_43788432	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.56
region_chr6_42070983_43788432	GIANT_HEIGHT	4	0.716
region_chr6_50418432_52345678	UKB_21001_Body_mass_index_BMI	1	0.536
region_chr6_52345678_53414304	UKB_20022_Birth_weight	2	0.906
region_chr6_6784974_7808703	GIANT_HEIGHT	1	0.539
region_chr6_73924_1452127	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	1	0.766
region_chr6_78248011_79981453	GIANT_HEIGHT	1	0.714
region_chr6_81219505_82417432	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.785
region_chr6_93731457_96645635	CARDIoGRAM_C4D_CAD_ADDITIVE	2	0.766
region_chr6_96645635_97394408	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.77
region_chr7_100599028_101555972	UKB_21001_Body_mass_index_BMI	4	0.793
region_chr7_101555972_103557063	UKB_1180_Morning_or_evening_person_chronotype	3	0.887
region_chr7_106042459_108139733	IBD.EUR.Inflammatory_Bowel_Disease	1	0.822
region_chr7_110007537_112978629	pgc.scz2	1	0.616
region_chr7_112978629_114072332	Astle_et_al_2016_Eosinophil_counts	1	0.639
region_chr7_114072332_117140124	Astle_et_al_2016_Platelet_count	7	0.659
region_chr7_127229167_129138332	GIANT_HEIGHT	3	0.563
region_chr7_129138332_130737653	UKB_20002_1065_self_reported_hypertension	4	0.839
region_chr7_134622844_135906335	Astle_et_al_2016_Eosinophil_counts	4	0.581
region_chr7_134622844_135906335	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.59
region_chr7_137191815_139059933	Astle_et_al_2016_Eosinophil_counts	1	0.709
region_chr7_137191815_139059933	Astle_et_al_2016_Lymphocyte_counts	7	0.617
region_chr7_137191815_139059933	GIANT_HEIGHT	2	0.731
region_chr7_137191815_139059933	UKB_1200_Sleeplessness_or_insomnia	3	0.604
region_chr7_140233377_140535410	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	0.522
region_chr7_141526757_142959223	Astle_et_al_2016_High_light_scatter_reticulocyte_count	7	0.998
region_chr7_142959223_145271196	BCAC_Overall_BreastCancer_EUR	12	0.997
region_chr7_148118226_150143569	EGG_BW3_EUR	3	0.745
region_chr7_150143569_151014417	UKB_20002_1473_self_reported_high_cholesterol	22	0.995
region_chr7_150143569_151014417	UKB_23099_Body_fat_percentage	6	0.793
region_chr7_15104032_16862445	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.693
region_chr7_20085285_22468010	MAGNETIC_IDL.TG	1	0.911
region_chr7_20085285_22468010	MAGNETIC_LDL.C	1	0.761
region_chr7_2022763_2732593	Astle_et_al_2016_Granulocyte_count	1	0.57
region_chr7_2022763_2732593	Astle_et_al_2016_Monocyte_count	4	0.955
region_chr7_2022763_2732593	Astle_et_al_2016_White_blood_cell_count	6	0.677
region_chr7_22468010_23431823	UKB_20022_Birth_weight	2	0.811
region_chr7_25869935_28320690	Astle_et_al_2016_Granulocyte_count	3	1
region_chr7_25869935_28320690	Astle_et_al_2016_Monocyte_count	7	0.949
region_chr7_25869935_28320690	Astle_et_al_2016_Myeloid_white_cell_count	3	1
region_chr7_28320690_31097675	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.915
region_chr7_31097675_33516156	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.933
region_chr7_43119475_44724229	UKB_20002_1473_self_reported_high_cholesterol	6	0.974
region_chr7_43119475_44724229	UKB_20016_Fluid_intelligence_score	1	0.955
region_chr7_44724229_45913323	Astle_et_al_2016_Myeloid_white_cell_count	1	0.527
region_chr7_44724229_45913323	Astle_et_al_2016_Platelet_count	10	0.891
region_chr7_44724229_45913323	Astle_et_al_2016_White_blood_cell_count	14	0.693
region_chr7_44724229_45913323	UKB_21001_Body_mass_index_BMI	13	0.852
region_chr7_55623891_57314931	Astle_et_al_2016_White_blood_cell_count	2	0.659
region_chr7_55623891_57314931	UKB_50_Standing_height	2	0.536
region_chr7_5814895_6534226	Astle_et_al_2016_Lymphocyte_counts	24	0.995
region_chr7_5814895_6534226	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.59
region_chr7_64180747_66224822	UKB_50_Standing_height	4	0.704
region_chr7_6534226_7769121	Astle_et_al_2016_Monocyte_count	2	0.593
region_chr7_6534226_7769121	UKB_20002_1065_self_reported_hypertension	18	0.678
region_chr7_72409900_73920272	Astle_et_al_2016_High_light_scatter_reticulocyte_count	17	0.941
region_chr7_72409900_73920272	Astle_et_al_2016_Reticulocyte_count	17	0.933
region_chr7_76829247_78464542	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	7	0.994
region_chr7_7769121_9083793	Astle_et_al_2016_Myeloid_white_cell_count	3	0.823
region_chr7_7769121_9083793	Astle_et_al_2016_Neutrophil_count	3	0.831
region_chr7_7769121_9083793	Astle_et_al_2016_White_blood_cell_count	3	0.776
region_chr7_85942866_88195689	UKB_50_Standing_height	3	0.798
region_chr7_91032469_92864438	GIANT_HEIGHT	1	0.777
region_chr7_91032469_92864438	UKB_50_Standing_height	2	0.659
region_chr7_933116_1313431	UKB_21001_Body_mass_index_BMI	1	0.567
region_chr7_99117851_100599028	Astle_et_al_2016_Red_blood_cell_count	6	0.95
region_chr8_100608730_103111078	Astle_et_al_2016_High_light_scatter_reticulocyte_count	28	0.71
region_chr8_100608730_103111078	Astle_et_al_2016_Red_blood_cell_count	1	0.645
region_chr8_10605687_11421489	Astle_et_al_2016_Lymphocyte_counts	1	0.558
region_chr8_10605687_11421489	Astle_et_al_2016_Myeloid_white_cell_count	2	0.633
region_chr8_11421489_13634266	Astle_et_al_2016_High_light_scatter_reticulocyte_count	8	0.843
region_chr8_11421489_13634266	Astle_et_al_2016_Reticulocyte_count	8	0.853
region_chr8_11421489_13634266	UKB_21001_Body_mass_index_BMI	2	0.682
region_chr8_125398675_127646866	Astle_et_al_2016_Eosinophil_counts	5	0.88
region_chr8_127646866_129368893	Astle_et_al_2016_Granulocyte_count	13	0.846
region_chr8_127646866_129368893	Astle_et_al_2016_White_blood_cell_count	3	0.61
region_chr8_139713400_141963553	Astle_et_al_2016_Lymphocyte_counts	1	0.551
region_chr8_139713400_141963553	Astle_et_al_2016_White_blood_cell_count	2	0.966
region_chr8_139713400_141963553	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.715
region_chr8_143155464_145078481	UKB_1160_Sleep_duration	11	0.849
region_chr8_143155464_145078481	UKB_20002_1111_self_reported_asthma	6	0.998
region_chr8_21804225_23039544	Astle_et_al_2016_Myeloid_white_cell_count	1	0.898
region_chr8_21804225_23039544	Astle_et_al_2016_Neutrophil_count	1	0.853
region_chr8_21804225_23039544	Astle_et_al_2016_White_blood_cell_count	1	0.861
region_chr8_23039544_24817205	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.634
region_chr8_23039544_24817205	UKB_20002_1065_self_reported_hypertension	1	0.587
region_chr8_26825008_28304875	IGAP_Alzheimer	1	0.516
region_chr8_28304875_29470379	BCAC_Overall_BreastCancer_EUR	1	0.539
region_chr8_29470379_31276213	Astle_et_al_2016_Granulocyte_count	1	0.684
region_chr8_29470379_31276213	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.701
region_chr8_29470379_31276213	Astle_et_al_2016_White_blood_cell_count	1	0.712
region_chr8_35459714_37521871	UKB_23099_Body_fat_percentage	2	0.577
region_chr8_37521871_39081287	UKB_21001_Body_mass_index_BMI	7	0.635
region_chr8_37521871_39081287	UKB_23099_Body_fat_percentage	1	0.576
region_chr8_40845818_41863936	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.544
region_chr8_40845818_41863936	Astle_et_al_2016_Lymphocyte_counts	1	0.533
region_chr8_40845818_41863936	UKB_50_Standing_height	13	0.83
region_chr8_45929693_49169911	Astle_et_al_2016_Sum_eosinophil_basophil_counts	39	0.96
region_chr8_55033021_56043824	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	7	0.883
region_chr8_55033021_56043824	Astle_et_al_2016_White_blood_cell_count	12	0.933
region_chr8_58815541_61416540	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.572
region_chr8_65576855_68950822	Astle_et_al_2016_Red_blood_cell_count	1	0.514
region_chr8_7295557_9297184	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.809
region_chr8_74532829_75544307	GIANT_HEIGHT	2	0.676
region_chr8_74532829_75544307	UKB_50_Standing_height	1	0.625
region_chr8_78220626_81044160	Astle_et_al_2016_Lymphocyte_counts	14	0.692
region_chr8_78220626_81044160	UKB_21001_Body_mass_index_BMI	1	0.503
region_chr8_9297184_9783277	UKB_20002_1473_self_reported_high_cholesterol	1	0.985
region_chr8_93993299_95522578	UKB_20002_1065_self_reported_hypertension	3	0.531
region_chr8_9783277_10605687	Astle_et_al_2016_Myeloid_white_cell_count	3	0.659
region_chr8_9783277_10605687	Astle_et_al_2016_Neutrophil_count	1	0.681
region_chr8_9783277_10605687	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.644
region_chr9_110015744_112068802	Astle_et_al_2016_Neutrophil_count	2	0.616
region_chr9_110015744_112068802	Astle_et_al_2016_Red_blood_cell_count	1	0.603
region_chr9_110015744_112068802	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.646
region_chr9_112930865_114257521	Astle_et_al_2016_Neutrophil_count	2	0.814
region_chr9_112930865_114257521	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.784
region_chr9_119498019_122109043	RA_OKADA_TRANS_ETHNIC	8	0.665
region_chr9_119498019_122109043	UKB_20022_Birth_weight	7	0.952
region_chr9_119498019_122109043	UKB_50_Standing_height	1	0.523
