region	phenotype	count	method
region_chr1_55947444_56556055	Astle_et_al_2016_Reticulocyte_count	4	spredixcan_eqtl
region_chr1_7187275_9305140	UKB_23099_Body_fat_percentage	13	spredixcan_eqtl
region_chr1_76262450_79195513	GIANT_HEIGHT	20	spredixcan_eqtl
region_chr1_91420760_93070902	Astle_et_al_2016_Myeloid_white_cell_count	7	spredixcan_eqtl
region_chr1_91420760_93070902	GIANT_HEIGHT	33	spredixcan_eqtl
region_chr1_9305140_10746927	Astle_et_al_2016_Platelet_count	2	spredixcan_eqtl
region_chr1_9305140_10746927	UKB_50_Standing_height	30	spredixcan_eqtl
region_chr1_95685337_97419693	UKB_23099_Body_fat_percentage	1	spredixcan_eqtl
region_chr20_18991559_20979069	UKB_50_Standing_height	3	spredixcan_eqtl
region_chr20_25363595_33027017	UKB_20022_Birth_weight	7	spredixcan_eqtl
region_chr20_33027017_34225635	UKB_21001_Body_mass_index_BMI	51	spredixcan_eqtl
region_chr20_38281128_39808119	pgc.scz2	4	spredixcan_eqtl
region_chr20_48583442_50623121	Astle_et_al_2016_Monocyte_count	96	spredixcan_eqtl
region_chr20_63558827_64333810	IBD.EUR.Ulcerative_Colitis	16	spredixcan_eqtl
region_chr20_63558827_64333810	UKB_20002_1065_self_reported_hypertension	42	spredixcan_eqtl
region_chr20_63558827_64333810	UKB_23099_Body_fat_percentage	33	spredixcan_eqtl
region_chr20_9750273_11268888	UKB_20002_1065_self_reported_hypertension	1	spredixcan_eqtl
region_chr21_37339402_39110976	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	spredixcan_eqtl
region_chr21_41901419_43086158	RA_OKADA_TRANS_ETHNIC	3	spredixcan_eqtl
region_chr22_19924835_22002927	Astle_et_al_2016_Lymphocyte_counts	62	spredixcan_eqtl
region_chr22_38911889_40149793	GIANT_HEIGHT	20	spredixcan_eqtl
region_chr2_10133_1777250	GIANT_HEIGHT	14	spredixcan_eqtl
region_chr2_102072305_102971757	EAGLE_Eczema	5	spredixcan_eqtl
region_chr2_109814855_113164279	Astle_et_al_2016_Neutrophil_count	15	spredixcan_eqtl
region_chr2_109814855_113164279	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	1	spredixcan_eqtl
region_chr2_134401007_136285224	UKB_23099_Body_fat_percentage	8	spredixcan_eqtl
region_chr2_160913222_162647041	UKB_20016_Fluid_intelligence_score	13	spredixcan_eqtl
region_chr2_164322330_166303760	Astle_et_al_2016_Reticulocyte_count	8	spredixcan_eqtl
region_chr2_166499460_169111726	Astle_et_al_2016_Granulocyte_count	14	spredixcan_eqtl
region_chr2_166499460_169111726	Astle_et_al_2016_Neutrophil_count	14	spredixcan_eqtl
region_chr2_176498908_177688455	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr2_181401304_183492880	Astle_et_al_2016_Monocyte_count	16	spredixcan_eqtl
region_chr2_181401304_183492880	Astle_et_al_2016_Myeloid_white_cell_count	8	spredixcan_eqtl
region_chr2_19492643_20850730	UKB_50_Standing_height	8	spredixcan_eqtl
region_chr2_198446401_200711561	pgc.scz2	22	spredixcan_eqtl
region_chr2_20850730_23118512	MAGNETIC_IDL.TG	11	spredixcan_eqtl
region_chr2_216850938_217530757	BCAC_ER_negative_BreastCancer_EUR	2	spredixcan_eqtl
region_chr2_224975287_227255126	UKB_20002_1473_self_reported_high_cholesterol	2	spredixcan_eqtl
region_chr2_230978674_232685293	GIANT_HEIGHT	81	spredixcan_eqtl
region_chr2_232685293_234242343	IBD.EUR.Crohns_Disease	15	spredixcan_eqtl
region_chr2_236540389_237852338	Astle_et_al_2016_Myeloid_white_cell_count	6	spredixcan_eqtl
region_chr2_241210506_242147200	UKB_6152_8_diagnosed_by_doctor_Asthma	98	spredixcan_eqtl
region_chr2_26672117_28375910	UKB_21001_Body_mass_index_BMI	2	spredixcan_eqtl
region_chr2_30240845_31327584	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	spredixcan_eqtl
region_chr2_35896940_37905569	GIANT_HEIGHT	7	spredixcan_eqtl
region_chr2_35896940_37905569	UKB_20002_1065_self_reported_hypertension	4	spredixcan_eqtl
region_chr2_43082452_44086664	Astle_et_al_2016_Myeloid_white_cell_count	3	spredixcan_eqtl
region_chr2_43082452_44086664	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	spredixcan_eqtl
region_chr2_46255495_47091633	UKB_21001_Body_mass_index_BMI	9	spredixcan_eqtl
region_chr2_60064865_62201909	Astle_et_al_2016_Red_blood_cell_count	5	spredixcan_eqtl
region_chr2_98378738_101205867	SSGAC_Education_Years_Pooled	32	spredixcan_eqtl
region_chr3_10977979_13029299	Astle_et_al_2016_Monocyte_count	3	spredixcan_eqtl
region_chr3_10977979_13029299	UKB_23099_Body_fat_percentage	9	spredixcan_eqtl
region_chr3_10977979_13029299	UKB_50_Standing_height	19	spredixcan_eqtl
region_chr3_120804208_122255250	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	22	spredixcan_eqtl
region_chr3_122255250_123798921	EGG_BW3_EUR	10	spredixcan_eqtl
region_chr3_128476018_130525891	Astle_et_al_2016_Sum_eosinophil_basophil_counts	33	spredixcan_eqtl
region_chr3_140235755_141620255	Astle_et_al_2016_Neutrophil_count	10	spredixcan_eqtl
region_chr3_140235755_141620255	UKB_50_Standing_height	19	spredixcan_eqtl
region_chr3_141620255_143445786	Astle_et_al_2016_Reticulocyte_count	8	spredixcan_eqtl
region_chr3_147008842_149325450	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	5	spredixcan_eqtl
region_chr3_14775393_16240935	UKB_23099_Body_fat_percentage	1	spredixcan_eqtl
region_chr3_168863172_171247120	UKB_20002_1065_self_reported_hypertension	1	spredixcan_eqtl
region_chr3_171247120_172577941	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr3_179656798_181793378	pgc.scz2	1	spredixcan_eqtl
region_chr3_42498510_45123661	UKB_50_Standing_height	5	spredixcan_eqtl
region_chr3_45123661_46616010	Astle_et_al_2016_Monocyte_count	23	spredixcan_eqtl
region_chr3_46616010_47685722	Astle_et_al_2016_Reticulocyte_count	12	spredixcan_eqtl
region_chr3_47685722_49279539	UKB_50_Standing_height	223	spredixcan_eqtl
region_chr3_49279539_51797999	Astle_et_al_2016_Eosinophil_counts	63	spredixcan_eqtl
region_chr3_49279539_51797999	UKB_20016_Fluid_intelligence_score	162	spredixcan_eqtl
region_chr3_49279539_51797999	UKB_20127_Neuroticism_score	16	spredixcan_eqtl
region_chr3_56399879_58171792	Astle_et_al_2016_Lymphocyte_counts	1	spredixcan_eqtl
region_chr3_87360582_88249223	UKB_21001_Body_mass_index_BMI	4	spredixcan_eqtl
region_chr4_104384137_106580148	UKB_20022_Birth_weight	1	spredixcan_eqtl
region_chr4_12321410_14270377	UKB_50_Standing_height	4	spredixcan_eqtl
region_chr4_37253425_38905401	Astle_et_al_2016_Lymphocyte_counts	28	spredixcan_eqtl
region_chr4_80069143_81204161	UKB_20002_1065_self_reported_hypertension	10	spredixcan_eqtl
region_chr4_80069143_81204161	UKB_50_Standing_height	3	spredixcan_eqtl
region_chr4_88316876_89310413	UKB_20002_1466_self_reported_gout	11	spredixcan_eqtl
region_chr5_11940_982137	UKB_50_Standing_height	10	spredixcan_eqtl
region_chr5_124462407_126449957	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr5_130183332_132803957	Astle_et_al_2016_White_blood_cell_count	83	spredixcan_eqtl
region_chr5_132803957_135441711	Astle_et_al_2016_Eosinophil_counts	10	spredixcan_eqtl
region_chr5_155946495_157201689	Astle_et_al_2016_Platelet_count	1	spredixcan_eqtl
region_chr5_157201689_159398690	UKB_20002_1065_self_reported_hypertension	4	spredixcan_eqtl
region_chr5_157201689_159398690	UKB_20002_1453_self_reported_psoriasis	4	spredixcan_eqtl
region_chr5_173251324_174215868	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	spredixcan_eqtl
region_chr5_173251324_174215868	GIANT_HEIGHT	2	spredixcan_eqtl
region_chr5_176023592_177824506	GIANT_HEIGHT	29	spredixcan_eqtl
region_chr5_68555033_71944629	Astle_et_al_2016_Myeloid_white_cell_count	58	spredixcan_eqtl
region_chr5_74463501_76503041	UKB_21001_Body_mass_index_BMI	81	spredixcan_eqtl
region_chr5_88094174_89595713	UKB_21001_Body_mass_index_BMI	14	spredixcan_eqtl
region_chr6_103535520_105608858	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	spredixcan_eqtl
region_chr6_11790583_13209156	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	3	spredixcan_eqtl
region_chr6_130614309_132444530	GIANT_HEIGHT	3	spredixcan_eqtl
region_chr6_132444530_133923105	Astle_et_al_2016_Reticulocyte_count	10	spredixcan_eqtl
region_chr6_133923105_135903039	Astle_et_al_2016_Neutrophil_count	28	spredixcan_eqtl
region_chr6_133923105_135903039	Astle_et_al_2016_White_blood_cell_count	86	spredixcan_eqtl
region_chr6_14802693_17386174	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	spredixcan_eqtl
region_chr6_157797687_160159465	Astle_et_al_2016_Granulocyte_count	3	spredixcan_eqtl
region_chr6_157797687_160159465	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	spredixcan_eqtl
region_chr6_157797687_160159465	UKB_20002_1473_self_reported_high_cholesterol	4	spredixcan_eqtl
region_chr6_160159465_161748532	CARDIoGRAM_C4D_CAD_ADDITIVE	4	spredixcan_eqtl
region_chr6_21683834_22748078	UKB_20002_1065_self_reported_hypertension	3	spredixcan_eqtl
region_chr6_24852047_25684359	Astle_et_al_2016_Lymphocyte_counts	2	spredixcan_eqtl
region_chr6_25684359_26791023	Astle_et_al_2016_Granulocyte_count	54	spredixcan_eqtl
region_chr6_25684359_26791023	Astle_et_al_2016_High_light_scatter_reticulocyte_count	125	spredixcan_eqtl
region_chr6_25684359_26791023	Astle_et_al_2016_Myeloid_white_cell_count	57	spredixcan_eqtl
region_chr6_25684359_26791023	Astle_et_al_2016_Platelet_count	9	spredixcan_eqtl
region_chr6_25684359_26791023	UKB_6152_8_diagnosed_by_doctor_Asthma	25	spredixcan_eqtl
region_chr6_26791023_28050041	Astle_et_al_2016_High_light_scatter_reticulocyte_count	31	spredixcan_eqtl
region_chr6_28050041_28949831	RA_OKADA_TRANS_ETHNIC	24	spredixcan_eqtl
region_chr6_28949831_29770194	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	62	spredixcan_eqtl
region_chr6_29770194_30830391	Astle_et_al_2016_Reticulocyte_count	265	spredixcan_eqtl
region_chr6_29770194_30830391	UKB_20002_1261_self_reported_multiple_sclerosis	47	spredixcan_eqtl
region_chr6_30830391_31603441	Astle_et_al_2016_Eosinophil_counts	250	spredixcan_eqtl
region_chr6_30830391_31603441	Astle_et_al_2016_Neutrophil_count	319	spredixcan_eqtl
region_chr6_30830391_31603441	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	351	spredixcan_eqtl
region_chr6_30830391_31603441	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	364	spredixcan_eqtl
region_chr6_31603441_32714887	IBD.EUR.Inflammatory_Bowel_Disease	232	spredixcan_eqtl
region_chr6_32714887_33268720	IBD.EUR.Crohns_Disease	15	spredixcan_eqtl
region_chr6_32714887_33268720	RA_OKADA_TRANS_ETHNIC	292	spredixcan_eqtl
region_chr6_32714887_33268720	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	188	spredixcan_eqtl
region_chr6_32714887_33268720	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	253	spredixcan_eqtl
region_chr6_33268720_35487979	GIANT_HEIGHT	173	spredixcan_eqtl
region_chr6_35487979_37604820	Astle_et_al_2016_Lymphocyte_counts	3	spredixcan_eqtl
region_chr6_35487979_37604820	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	4	spredixcan_eqtl
region_chr6_40377376_42070983	Astle_et_al_2016_Monocyte_count	15	spredixcan_eqtl
region_chr6_40377376_42070983	Astle_et_al_2016_Red_blood_cell_count	90	spredixcan_eqtl
region_chr6_42070983_43788432	UKB_20002_1065_self_reported_hypertension	6	spredixcan_eqtl
region_chr6_47344162_48423389	Astle_et_al_2016_Platelet_count	22	spredixcan_eqtl
region_chr6_50418432_52345678	UKB_23099_Body_fat_percentage	2	spredixcan_eqtl
region_chr6_74752287_76705164	UKB_50_Standing_height	25	spredixcan_eqtl
region_chr6_79981453_81219505	UKB_50_Standing_height	65	spredixcan_eqtl
region_chr7_100599028_101555972	UKB_50_Standing_height	13	spredixcan_eqtl
region_chr7_106042459_108139733	UKB_20002_1065_self_reported_hypertension	4	spredixcan_eqtl
region_chr7_110007537_112978629	pgc.scz2	20	spredixcan_eqtl
region_chr7_137191815_139059933	Astle_et_al_2016_Monocyte_count	4	spredixcan_eqtl
region_chr7_15104032_16862445	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	spredixcan_eqtl
region_chr7_16161_933116	Astle_et_al_2016_Red_blood_cell_count	1	spredixcan_eqtl
region_chr7_19441924_20085285	GIANT_HEIGHT	3	spredixcan_eqtl
region_chr7_25869935_28320690	Astle_et_al_2016_Neutrophil_count	2	spredixcan_eqtl
region_chr7_25869935_28320690	UKB_20002_1065_self_reported_hypertension	2	spredixcan_eqtl
region_chr7_25869935_28320690	UKB_50_Standing_height	11	spredixcan_eqtl
region_chr7_33516156_36173929	EGG_BW3_EUR	3	spredixcan_eqtl
region_chr7_5814895_6534226	Astle_et_al_2016_Reticulocyte_count	12	spredixcan_eqtl
region_chr7_91032469_92864438	Astle_et_al_2016_Eosinophil_counts	1	spredixcan_eqtl
region_chr8_103976524_106398526	Astle_et_al_2016_Platelet_count	1	spredixcan_eqtl
region_chr8_115084266_118673218	Astle_et_al_2016_Monocyte_count	4	spredixcan_eqtl
region_chr8_125398675_127646866	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	spredixcan_eqtl
region_chr8_132338897_133557758	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	spredixcan_eqtl
region_chr8_26825008_28304875	GIANT_HEIGHT	2	spredixcan_eqtl
region_chr8_40845818_41863936	Astle_et_al_2016_Reticulocyte_count	25	spredixcan_eqtl
region_chr8_40845818_41863936	EGG_BW3_EUR	4	spredixcan_eqtl
region_chr8_56043824_58156092	GIANT_HEIGHT	21	spredixcan_eqtl
region_chr8_7295557_9297184	Astle_et_al_2016_Granulocyte_count	15	spredixcan_eqtl
region_chr8_78220626_81044160	Astle_et_al_2016_Lymphocyte_counts	20	spredixcan_eqtl
region_chr8_9783277_10605687	UKB_20002_1065_self_reported_hypertension	8	spredixcan_eqtl
region_chr9_114257521_115159681	IBD.EUR.Inflammatory_Bowel_Disease	2	spredixcan_eqtl
region_chr9_115159681_118559259	GIANT_HEIGHT	1	spredixcan_eqtl
region_chr9_132423455_134176000	UKB_50_Standing_height	29	spredixcan_eqtl
region_chr9_136047132_136605890	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	51	spredixcan_eqtl
region_chr9_136047132_136605890	IBD.EUR.Inflammatory_Bowel_Disease	65	spredixcan_eqtl
region_chr9_136047132_136605890	IBD.EUR.Ulcerative_Colitis	7	spredixcan_eqtl
region_chr9_136047132_136605890	UKB_50_Standing_height	110	spredixcan_eqtl
region_chr9_136605890_138254346	Astle_et_al_2016_White_blood_cell_count	8	spredixcan_eqtl
region_chr9_20463536_22206560	CARDIoGRAM_C4D_CAD_ADDITIVE	1	spredixcan_eqtl
region_chr9_34642246_36743286	UKB_20002_1065_self_reported_hypertension	4	spredixcan_eqtl
region_chr9_4884926_6557589	Astle_et_al_2016_Red_blood_cell_count	1	spredixcan_eqtl
region_chr9_4884926_6557589	Astle_et_al_2016_Sum_eosinophil_basophil_counts	6	spredixcan_eqtl
region_chr9_76856292_78464139	Astle_et_al_2016_Reticulocyte_count	10	spredixcan_eqtl
region_chr10_101189482_102620653	UKB_50_Standing_height	70	spredixcan_eqtl
region_chr10_102620653_104935290	Astle_et_al_2016_Reticulocyte_count	155	spredixcan_eqtl
region_chr10_114661647_117764423	UKB_23099_Body_fat_percentage	11	spredixcan_eqtl
region_chr10_19427949_22483354	BCAC_ER_negative_BreastCancer_EUR	1	spredixcan_eqtl
region_chr10_25289667_26599755	Astle_et_al_2016_Sum_eosinophil_basophil_counts	22	spredixcan_eqtl
region_chr10_26599755_29034307	GIANT_HEIGHT	1	spredixcan_eqtl
region_chr10_31618591_33419040	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	spredixcan_eqtl
region_chr10_58530227_60131651	UKB_20002_1466_self_reported_gout	5	spredixcan_eqtl
region_chr10_58530227_60131651	UKB_50_Standing_height	13	spredixcan_eqtl
region_chr10_5941799_7129522	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	7	spredixcan_eqtl
region_chr10_61581937_64034354	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	spredixcan_eqtl
region_chr10_91575290_93636611	Astle_et_al_2016_Sum_eosinophil_basophil_counts	6	spredixcan_eqtl
region_chr10_96062600_98481545	Astle_et_al_2016_Granulocyte_count	71	spredixcan_eqtl
region_chr11_10930480_12542682	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr11_117876395_119344766	RA_OKADA_TRANS_ETHNIC	7	spredixcan_eqtl
region_chr11_121305234_122721202	Astle_et_al_2016_Myeloid_white_cell_count	3	spredixcan_eqtl
region_chr11_121305234_122721202	Astle_et_al_2016_White_blood_cell_count	8	spredixcan_eqtl
region_chr11_42288453_44672249	UKB_21001_Body_mass_index_BMI	50	spredixcan_eqtl
region_chr11_44672249_46984586	UKB_50_Standing_height	25	spredixcan_eqtl
region_chr11_46984586_49844498	UKB_23099_Body_fat_percentage	159	spredixcan_eqtl
region_chr11_59013076_62456299	Astle_et_al_2016_Sum_basophil_neutrophil_counts	63	spredixcan_eqtl
region_chr11_59013076_62456299	MAGNETIC_CH2.DB.ratio	132	spredixcan_eqtl
region_chr11_59013076_62456299	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	spredixcan_eqtl
region_chr11_64037097_66131160	Astle_et_al_2016_High_light_scatter_reticulocyte_count	98	spredixcan_eqtl
region_chr11_64037097_66131160	GIANT_HEIGHT	100	spredixcan_eqtl
region_chr11_64037097_66131160	UKB_50_Standing_height	123	spredixcan_eqtl
region_chr11_66131160_68238358	UKB_23099_Body_fat_percentage	13	spredixcan_eqtl
region_chr11_66131160_68238358	UKB_50_Standing_height	205	spredixcan_eqtl
region_chr11_70855_1192365	Astle_et_al_2016_Neutrophil_count	141	spredixcan_eqtl
region_chr11_70855_1192365	Astle_et_al_2016_Sum_basophil_neutrophil_counts	142	spredixcan_eqtl
region_chr11_9065770_10930480	UKB_23099_Body_fat_percentage	3	spredixcan_eqtl
region_chr12_101468912_102571208	GIANT_HEIGHT	3	spredixcan_eqtl
region_chr12_101468912_102571208	UKB_50_Standing_height	38	spredixcan_eqtl
region_chr12_119316305_121569746	Astle_et_al_2016_Reticulocyte_count	128	spredixcan_eqtl
region_chr12_119316305_121569746	UKB_23099_Body_fat_percentage	12	spredixcan_eqtl
region_chr12_132236187_133264925	Astle_et_al_2016_Red_blood_cell_count	5	spredixcan_eqtl
region_chr12_47321010_48608083	UKB_20002_1065_self_reported_hypertension	4	spredixcan_eqtl
region_chr12_48608083_51382710	UKB_21001_Body_mass_index_BMI	10	spredixcan_eqtl
region_chr12_48608083_51382710	UKB_23099_Body_fat_percentage	9	spredixcan_eqtl
region_chr12_52645220_54385039	UKB_23099_Body_fat_percentage	1	spredixcan_eqtl
region_chr12_57155077_58914885	GIANT_HEIGHT	119	spredixcan_eqtl
region_chr12_65165915_66787364	GIANT_HEIGHT	34	spredixcan_eqtl
region_chr12_8224940_8878799	UKB_50_Standing_height	6	spredixcan_eqtl
region_chr12_8878799_10328935	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	48	spredixcan_eqtl
region_chr12_89288345_91672378	UKB_20002_1065_self_reported_hypertension	7	spredixcan_eqtl
region_chr12_91672378_94120791	UKB_50_Standing_height	11	spredixcan_eqtl
region_chr12_95627009_96715061	BCAC_ER_negative_BreastCancer_EUR	1	spredixcan_eqtl
region_chr13_26710225_28683414	Astle_et_al_2016_Neutrophil_count	3	spredixcan_eqtl
region_chr13_26710225_28683414	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	spredixcan_eqtl
region_chr13_26710225_28683414	UKB_21001_Body_mass_index_BMI	7	spredixcan_eqtl
region_chr13_31727678_33202766	GIANT_HEIGHT	8	spredixcan_eqtl
region_chr13_38304026_40495126	RA_OKADA_TRANS_ETHNIC	4	spredixcan_eqtl
region_chr13_40495126_42526891	Astle_et_al_2016_Lymphocyte_counts	1	spredixcan_eqtl
region_chr13_76836420_78234678	UKB_1180_Morning_or_evening_person_chronotype	4	spredixcan_eqtl
region_chr13_98286665_99921841	UKB_20002_1111_self_reported_asthma	7	spredixcan_eqtl
region_chr14_102545765_104535386	Astle_et_al_2016_Platelet_count	9	spredixcan_eqtl
region_chr14_21121243_22549721	UKB_50_Standing_height	3	spredixcan_eqtl
region_chr14_22549721_24435917	Astle_et_al_2016_Reticulocyte_count	62	spredixcan_eqtl
region_chr14_67525600_70665240	UKB_50_Standing_height	6	spredixcan_eqtl
region_chr14_72422907_75978424	GIANT_HEIGHT	20	spredixcan_eqtl
region_chr14_90830516_92665954	BCAC_ER_negative_BreastCancer_EUR	1	spredixcan_eqtl
region_chr15_101012489_101980763	Astle_et_al_2016_Myeloid_white_cell_count	1	spredixcan_eqtl
region_chr15_38238576_40091931	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	7	spredixcan_eqtl
region_chr15_40885316_42484201	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	55	spredixcan_eqtl
region_chr15_56609575_58149167	Astle_et_al_2016_Platelet_count	4	spredixcan_eqtl
region_chr15_60973637_62923023	GIANT_HEIGHT	4	spredixcan_eqtl
region_chr15_73336373_76106283	UKB_21001_Body_mass_index_BMI	9	spredixcan_eqtl
region_chr15_80568637_83591716	UKB_23099_Body_fat_percentage	2	spredixcan_eqtl
region_chr15_83591716_86109674	pgc.scz2	47	spredixcan_eqtl
region_chr15_98700830_100096642	UKB_50_Standing_height	26	spredixcan_eqtl
region_chr16_1157206_2714828	UKB_50_Standing_height	212	spredixcan_eqtl
region_chr16_20139249_22437583	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr16_2714828_3951195	Astle_et_al_2016_Granulocyte_count	1	spredixcan_eqtl
region_chr16_29025292_31371622	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	15	spredixcan_eqtl
