phenotype	gene	gene_name	pvalue	rcp
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000243509.4	TNFRSF6B	7.8064276803726e-08	0.614
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000115234.10	SNX17	8.02237106541078e-08	0.541
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000198369.9	SPRED2	8.91733628416735e-08	0.889
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000123636.17	BAZ2B	1.25037958630914e-07	0.688
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000115232.13	ITGA4	1.31523020536177e-07	0.966
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000274979.1	RP11-1143G9.5	1.47579103637482e-07	0.988
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000029725.16	RABEP1	1.80774030184234e-07	0.603
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000136205.16	TNS3	2.20214749349655e-07	0.934
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000186074.18	CD300LF	2.37509146960823e-07	0.927
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000065029.14	ZNF76	2.60801533842767e-07	0.73
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000173013.5	CCDC96	2.88741412625802e-07	0.739
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000197362.14	ZNF786	2.9495134887823e-07	0.684
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000186453.12	FAM228A	3.13967681573391e-07	0.515
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000258366.7	RTEL1	3.44358167169872e-07	0.802
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000229116.2	RP11-20J15.3	3.73277535066377e-07	0.791
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000166272.16	WBP1L	4.23887778489544e-07	0.939
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000204634.12	TBC1D8	4.33729885102306e-07	0.653
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000130816.14	DNMT1	4.64229104492252e-07	0.889
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000072818.11	ACAP1	4.85834812124743e-07	0.99
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000253669.3	KB-1732A1.1	6.07531205702726e-07	0.581
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000111725.10	PRKAB1	6.34783008251223e-07	0.991
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000101246.19	ARFRP1	7.29561225559922e-07	0.756
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000227533.5	SLC2A1-AS1	7.83515809869462e-07	0.698
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000127337.6	YEATS4	8.30545912233225e-07	0.749
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000182511.11	FES	8.41319372769636e-07	0.725
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000120889.12	TNFRSF10B	8.61852793106777e-07	0.842
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000213918.10	DNASE1	8.64863729627546e-07	0.624
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000170004.16	CHD3	1.06801756661211e-06	0.602
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000182566.13	CLEC4G	1.07305274730762e-06	0.812
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000136630.12	HLX	1.08353928560913e-06	0.691
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000090659.17	CD209	1.62277301786577e-06	0.769
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000161929.14	SCIMP	1.8371725136376e-06	0.559
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000272902.2	TBC1D8-AS1	1.87680342886704e-06	0.555
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000141639.11	MAPK4	1.89940986165219e-06	0.906
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000172757.12	CFL1	1.9613204947627e-06	0.857
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ENSG00000156398.12	SFXN2	2.06427990700943e-06	0.976
Astle_et_al_2016_White_blood_cell_count	ENSG00000265799.1	RP11-387H17.6	4.74897800598314e-206	0.726
Astle_et_al_2016_White_blood_cell_count	ENSG00000108344.14	PSMD3	7.79008804514254e-203	0.609
Astle_et_al_2016_White_blood_cell_count	ENSG00000008838.19	MED24	7.05805783251152e-199	0.75
Astle_et_al_2016_White_blood_cell_count	ENSG00000204525.16	HLA-C	2.70002700171089e-102	0.975
Astle_et_al_2016_White_blood_cell_count	ENSG00000081041.8	CXCL2	1.00627091247206e-64	0.84
Astle_et_al_2016_White_blood_cell_count	ENSG00000204657.3	OR2H2	1.31378449523589e-63	0.539
Astle_et_al_2016_White_blood_cell_count	ENSG00000163734.4	CXCL3	2.07352111545424e-55	0.701
Astle_et_al_2016_White_blood_cell_count	ENSG00000146592.16	CREB5	5.4272175293383e-54	1
Astle_et_al_2016_White_blood_cell_count	ENSG00000105767.2	CADM4	1.01272356367526e-52	1
Astle_et_al_2016_White_blood_cell_count	ENSG00000099256.18	PRTFDC1	3.35136762748769e-40	0.856
Astle_et_al_2016_White_blood_cell_count	ENSG00000165879.8	FRAT1	2.73294970667834e-39	0.633
Astle_et_al_2016_White_blood_cell_count	ENSG00000184357.4	HIST1H1B	2.10304513817149e-38	0.683
Astle_et_al_2016_White_blood_cell_count	ENSG00000283632.2	EXOC3L2	5.15094384070927e-37	0.703
Astle_et_al_2016_White_blood_cell_count	ENSG00000213390.10	ARHGAP19	6.21232066547638e-37	0.758
Astle_et_al_2016_White_blood_cell_count	ENSG00000119535.17	CSF3R	2.39431693636395e-33	0.983
Astle_et_al_2016_White_blood_cell_count	ENSG00000185201.16	IFITM2	4.36161542045055e-33	0.987
Astle_et_al_2016_White_blood_cell_count	ENSG00000122025.14	FLT3	4.49364201387762e-32	0.997
Astle_et_al_2016_White_blood_cell_count	ENSG00000127527.13	EPS15L1	1.26041666201646e-25	0.557
Astle_et_al_2016_White_blood_cell_count	ENSG00000115232.13	ITGA4	5.05997338607327e-25	0.948
Astle_et_al_2016_White_blood_cell_count	ENSG00000005844.17	ITGAL	5.10319353603377e-25	0.823
Astle_et_al_2016_White_blood_cell_count	ENSG00000197375.12	SLC22A5	5.24188797105713e-24	0.946
Astle_et_al_2016_White_blood_cell_count	ENSG00000112339.14	HBS1L	1.44733983955807e-23	0.741
Astle_et_al_2016_White_blood_cell_count	ENSG00000116885.18	OSCP1	2.13773112890503e-22	0.947
Astle_et_al_2016_White_blood_cell_count	ENSG00000255328.1	RP11-326C3.12	5.32219235409906e-21	0.965
Astle_et_al_2016_White_blood_cell_count	ENSG00000103187.7	COTL1	6.55617881624847e-21	0.977
Astle_et_al_2016_White_blood_cell_count	ENSG00000188452.13	CERKL	1.03282779746627e-20	0.948
Astle_et_al_2016_White_blood_cell_count	ENSG00000103966.10	EHD4	1.19337721839503e-19	0.827
Astle_et_al_2016_White_blood_cell_count	ENSG00000136286.14	MYO1G	4.10287525024288e-19	0.685
Astle_et_al_2016_White_blood_cell_count	ENSG00000142089.15	IFITM3	7.26185167654734e-19	0.788
Astle_et_al_2016_White_blood_cell_count	ENSG00000146109.4	ABT1	9.63133092457653e-19	0.571
Astle_et_al_2016_White_blood_cell_count	ENSG00000152253.8	SPC25	1.3008110368404e-18	0.922
Astle_et_al_2016_White_blood_cell_count	ENSG00000143669.13	LYST	1.92083778028355e-18	0.559
Astle_et_al_2016_White_blood_cell_count	ENSG00000113742.12	CPEB4	1.08292192493798e-17	0.989
Astle_et_al_2016_White_blood_cell_count	ENSG00000137877.9	SPTBN5	3.95119565363542e-17	0.72
Astle_et_al_2016_White_blood_cell_count	ENSG00000136689.18	IL1RN	5.24982730115637e-17	0.78
Astle_et_al_2016_White_blood_cell_count	ENSG00000152254.10	G6PC2	1.11182407345296e-16	0.952
Astle_et_al_2016_White_blood_cell_count	ENSG00000153814.11	JAZF1	3.08658849606686e-16	1
Astle_et_al_2016_White_blood_cell_count	ENSG00000197208.5	SLC22A4	4.70386081003418e-16	0.855
Astle_et_al_2016_White_blood_cell_count	ENSG00000256433.2	RP1-102E24.8	8.86937832782101e-16	0.997
Astle_et_al_2016_White_blood_cell_count	ENSG00000022567.9	SLC45A4	1.57737699368578e-15	0.966
Astle_et_al_2016_White_blood_cell_count	ENSG00000163072.15	NOSTRIN	2.04786083889255e-15	0.942
Astle_et_al_2016_White_blood_cell_count	ENSG00000270972.1	RP11-326C3.15	5.2441262112718e-15	0.642
Astle_et_al_2016_White_blood_cell_count	ENSG00000084734.8	GCKR	7.6087177939927e-15	0.546
Astle_et_al_2016_White_blood_cell_count	ENSG00000136697.12	IL1F10	8.60454131297831e-15	0.517
Astle_et_al_2016_White_blood_cell_count	ENSG00000232956.8	SNHG15	1.5111568160306e-14	0.693
Astle_et_al_2016_White_blood_cell_count	ENSG00000270030.1	RP11-326C3.13	2.44824341977566e-14	0.551
Astle_et_al_2016_White_blood_cell_count	ENSG00000138002.14	IFT172	1.25089279833086e-13	0.67
Astle_et_al_2016_White_blood_cell_count	ENSG00000198121.13	LPAR1	4.72042778666079e-13	0.881
Astle_et_al_2016_White_blood_cell_count	ENSG00000116898.11	MRPS15	1.44251102333061e-12	0.957
Astle_et_al_2016_White_blood_cell_count	ENSG00000186074.18	CD300LF	1.52765401358852e-12	0.911
Astle_et_al_2016_White_blood_cell_count	ENSG00000154127.9	UBASH3B	3.48014171982687e-12	0.833
Astle_et_al_2016_White_blood_cell_count	ENSG00000165688.11	PMPCA	3.58804390598337e-12	0.952
Astle_et_al_2016_White_blood_cell_count	ENSG00000131507.10	NDFIP1	3.64247550531191e-12	0.878
Astle_et_al_2016_White_blood_cell_count	ENSG00000127022.14	CANX	5.82756644112689e-12	0.966
Astle_et_al_2016_White_blood_cell_count	ENSG00000180432.5	CYP8B1	9.48302753938622e-12	0.726
Astle_et_al_2016_White_blood_cell_count	ENSG00000135535.15	CD164	1.16936280634346e-11	0.529
Astle_et_al_2016_White_blood_cell_count	ENSG00000148384.12	INPP5E	1.17152063047008e-11	0.971
Astle_et_al_2016_White_blood_cell_count	ENSG00000147889.17	CDKN2A	1.54121026912193e-11	0.734
Astle_et_al_2016_White_blood_cell_count	ENSG00000029725.16	RABEP1	2.00734432276586e-11	0.674
Astle_et_al_2016_White_blood_cell_count	ENSG00000105397.13	TYK2	2.12193459020744e-11	0.733
Astle_et_al_2016_White_blood_cell_count	ENSG00000180370.10	PAK2	4.0254927655707e-11	0.742
Astle_et_al_2016_White_blood_cell_count	ENSG00000064666.14	CNN2	4.86110222293843e-11	0.997
Astle_et_al_2016_White_blood_cell_count	ENSG00000164691.16	TAGAP	5.02253848746478e-11	0.915
Astle_et_al_2016_White_blood_cell_count	ENSG00000183323.12	CCDC125	5.33933641974154e-11	0.744
Astle_et_al_2016_White_blood_cell_count	ENSG00000232328.1	AC011286.1	1.14864883264788e-10	0.757
Astle_et_al_2016_White_blood_cell_count	ENSG00000175164.13	ABO	1.2169425463748e-10	0.932
Astle_et_al_2016_White_blood_cell_count	ENSG00000143771.11	CNIH4	1.30452234083005e-10	0.58
Astle_et_al_2016_White_blood_cell_count	ENSG00000072694.20	FCGR2B	1.63049553663137e-10	0.744
Astle_et_al_2016_White_blood_cell_count	ENSG00000229116.2	RP11-20J15.3	1.64943317493232e-10	0.779
Astle_et_al_2016_White_blood_cell_count	ENSG00000161929.14	SCIMP	1.94366091405838e-10	0.622
Astle_et_al_2016_White_blood_cell_count	ENSG00000170180.19	GYPA	2.07399780645128e-10	0.585
Astle_et_al_2016_White_blood_cell_count	ENSG00000065029.14	ZNF76	2.59325043806759e-10	0.732
Astle_et_al_2016_White_blood_cell_count	ENSG00000165689.16	SDCCAG3	2.83413759508614e-10	0.591
Astle_et_al_2016_White_blood_cell_count	ENSG00000163635.17	ATXN7	3.31084351386191e-10	0.829
Astle_et_al_2016_White_blood_cell_count	ENSG00000148396.18	SEC16A	3.36807226524546e-10	0.929
Astle_et_al_2016_White_blood_cell_count	ENSG00000149485.18	FADS1	4.16380240446676e-10	0.891
Astle_et_al_2016_White_blood_cell_count	ENSG00000132510.10	KDM6B	4.91697666587009e-10	0.996
Astle_et_al_2016_White_blood_cell_count	ENSG00000147852.15	VLDLR	5.08805982571385e-10	0.941
Astle_et_al_2016_White_blood_cell_count	ENSG00000155893.12	PXYLP1	5.75254812454403e-10	0.789
Astle_et_al_2016_White_blood_cell_count	ENSG00000085491.15	SLC25A24	5.83268357475382e-10	0.961
Astle_et_al_2016_White_blood_cell_count	ENSG00000139567.12	ACVRL1	8.75345245762814e-10	0.988
Astle_et_al_2016_White_blood_cell_count	ENSG00000152242.10	C18orf25	1.08137002522509e-09	0.614
Astle_et_al_2016_White_blood_cell_count	ENSG00000169118.17	CSNK1G1	1.52439374067396e-09	0.869
Astle_et_al_2016_White_blood_cell_count	ENSG00000141452.9	C18orf8	1.63322694914981e-09	0.833
Astle_et_al_2016_White_blood_cell_count	ENSG00000132321.16	IQCA1	1.63814677354782e-09	0.754
Astle_et_al_2016_White_blood_cell_count	ENSG00000176927.15	EFCAB5	1.73199708218299e-09	0.598
Astle_et_al_2016_White_blood_cell_count	ENSG00000144648.15	ACKR2	2.1109030154382e-09	0.502
Astle_et_al_2016_White_blood_cell_count	ENSG00000184371.13	CSF1	2.38275911581255e-09	1
Astle_et_al_2016_White_blood_cell_count	ENSG00000249242.7	TMEM150C	2.50024478376312e-09	0.679
Astle_et_al_2016_White_blood_cell_count	ENSG00000105376.4	ICAM5	2.51803786062187e-09	0.861
Astle_et_al_2016_White_blood_cell_count	ENSG00000254087.7	LYN	2.74846838511611e-09	0.933
Astle_et_al_2016_White_blood_cell_count	ENSG00000075884.13	ARHGAP15	2.77750611525366e-09	0.787
Astle_et_al_2016_White_blood_cell_count	ENSG00000163464.7	CXCR1	2.8909032408509e-09	0.999
Astle_et_al_2016_White_blood_cell_count	ENSG00000023892.10	DEF6	3.23189109338631e-09	0.691
Astle_et_al_2016_White_blood_cell_count	ENSG00000146197.8	SCUBE3	3.28564077457158e-09	0.519
Astle_et_al_2016_White_blood_cell_count	ENSG00000166272.16	WBP1L	4.71232865924417e-09	0.95
Astle_et_al_2016_White_blood_cell_count	ENSG00000144476.5	ACKR3	5.15452445410297e-09	0.861
Astle_et_al_2016_White_blood_cell_count	ENSG00000104938.16	CLEC4M	6.05548654050956e-09	0.886
Astle_et_al_2016_White_blood_cell_count	ENSG00000141298.17	SSH2	6.54026220143297e-09	0.547
Astle_et_al_2016_White_blood_cell_count	ENSG00000142230.11	SAE1	8.27199762108701e-09	0.98
Astle_et_al_2016_White_blood_cell_count	ENSG00000186086.18	NBPF6	1.03587758668118e-08	0.671
Astle_et_al_2016_White_blood_cell_count	ENSG00000108474.16	PIGL	1.06880547208377e-08	0.697
Astle_et_al_2016_White_blood_cell_count	ENSG00000115234.10	SNX17	1.1389002407053e-08	0.548
Astle_et_al_2016_White_blood_cell_count	ENSG00000249859.9	PVT1	1.34052617553099e-08	0.61
Astle_et_al_2016_White_blood_cell_count	ENSG00000173535.13	TNFRSF10C	1.3719462747769e-08	0.948
Astle_et_al_2016_White_blood_cell_count	ENSG00000105383.14	CD33	1.38701329882813e-08	0.976
Astle_et_al_2016_White_blood_cell_count	ENSG00000075413.17	MARK3	1.44433032192901e-08	0.609
Astle_et_al_2016_White_blood_cell_count	ENSG00000100583.4	SAMD15	1.89996709781775e-08	0.866
Astle_et_al_2016_White_blood_cell_count	ENSG00000162511.7	LAPTM5	2.31736884568354e-08	0.782
Astle_et_al_2016_White_blood_cell_count	ENSG00000172538.6	FAM170B	2.34269796687056e-08	0.521
Astle_et_al_2016_White_blood_cell_count	ENSG00000134058.11	CDK7	2.36252807522785e-08	0.652
Astle_et_al_2016_White_blood_cell_count	ENSG00000100580.7	TMED8	2.43464521821176e-08	0.853
Astle_et_al_2016_White_blood_cell_count	ENSG00000136144.11	RCBTB1	2.5169578465971e-08	0.79
Astle_et_al_2016_White_blood_cell_count	ENSG00000149177.12	PTPRJ	2.53347284960468e-08	0.875
Astle_et_al_2016_White_blood_cell_count	ENSG00000124788.17	ATXN1	3.02251738849111e-08	0.966
Astle_et_al_2016_White_blood_cell_count	ENSG00000119969.14	HELLS	3.12542704462932e-08	0.87
Astle_et_al_2016_White_blood_cell_count	ENSG00000168496.3	FEN1	3.30434890972115e-08	0.634
Astle_et_al_2016_White_blood_cell_count	ENSG00000180549.7	FUT7	3.62553588113231e-08	0.877
Astle_et_al_2016_White_blood_cell_count	ENSG00000134824.13	FADS2	4.17988891531326e-08	0.709
Astle_et_al_2016_White_blood_cell_count	ENSG00000140853.15	NLRC5	6.47294333157365e-08	1
Astle_et_al_2016_White_blood_cell_count	ENSG00000143786.7	CNIH3	7.27750614233381e-08	0.596
Astle_et_al_2016_White_blood_cell_count	ENSG00000160294.10	MCM3AP	7.41374118951e-08	0.896
Astle_et_al_2016_White_blood_cell_count	ENSG00000111321.10	LTBR	7.74811061762552e-08	0.967
Astle_et_al_2016_White_blood_cell_count	ENSG00000103335.21	PIEZO1	8.43056508264172e-08	0.823
Astle_et_al_2016_White_blood_cell_count	ENSG00000198467.13	TPM2	8.60690053236434e-08	0.862
Astle_et_al_2016_White_blood_cell_count	ENSG00000198369.9	SPRED2	9.09243383813136e-08	0.831
Astle_et_al_2016_White_blood_cell_count	ENSG00000153044.9	CENPH	9.74801868710166e-08	0.672
Astle_et_al_2016_White_blood_cell_count	ENSG00000182362.13	YBEY	1.02939608764568e-07	0.719
Astle_et_al_2016_White_blood_cell_count	ENSG00000156398.12	SFXN2	1.09925667175573e-07	0.98
Astle_et_al_2016_White_blood_cell_count	ENSG00000234255.8	AC012370.3	1.12994725637304e-07	0.605
Astle_et_al_2016_White_blood_cell_count	ENSG00000141458.12	NPC1	1.57178698176025e-07	0.658
Astle_et_al_2016_White_blood_cell_count	ENSG00000213918.10	DNASE1	1.57824621251799e-07	0.783
Astle_et_al_2016_White_blood_cell_count	ENSG00000117335.19	CD46	1.68618767645544e-07	0.684
Astle_et_al_2016_White_blood_cell_count	ENSG00000151445.15	VIPAS39	1.70547486282552e-07	0.556
Astle_et_al_2016_White_blood_cell_count	ENSG00000116793.15	PHTF1	1.74092415564064e-07	0.719
Astle_et_al_2016_White_blood_cell_count	ENSG00000108239.8	TBC1D12	1.89049260013818e-07	0.566
Astle_et_al_2016_White_blood_cell_count	ENSG00000134056.11	MRPS36	1.97713872245166e-07	0.507
Astle_et_al_2016_White_blood_cell_count	ENSG00000253641.5	LINCR-0001	2.10750184950099e-07	0.501
Astle_et_al_2016_White_blood_cell_count	ENSG00000138111.14	MFSD13A	2.19142085531479e-07	0.567
Astle_et_al_2016_White_blood_cell_count	ENSG00000182511.11	FES	2.40762229130594e-07	0.75
Astle_et_al_2016_White_blood_cell_count	ENSG00000136205.16	TNS3	2.74782572143022e-07	0.815
Astle_et_al_2016_White_blood_cell_count	ENSG00000092020.10	PPP2R3C	2.93945487295946e-07	0.743
Astle_et_al_2016_White_blood_cell_count	ENSG00000121064.12	SCPEP1	3.56113997028185e-07	0.834
Astle_et_al_2016_White_blood_cell_count	ENSG00000250091.2	DNAH10OS	3.88231476250619e-07	0.769
Astle_et_al_2016_White_blood_cell_count	ENSG00000137265.14	IRF4	3.90776624295936e-07	0.994
Astle_et_al_2016_White_blood_cell_count	ENSG00000007968.6	E2F2	3.9709763512897e-07	0.743
Astle_et_al_2016_White_blood_cell_count	ENSG00000259618.1	RP11-562A8.5	3.99179852679424e-07	0.629
Astle_et_al_2016_White_blood_cell_count	ENSG00000099889.13	ARVCF	4.32232680337227e-07	0.856
Astle_et_al_2016_White_blood_cell_count	ENSG00000157557.11	ETS2	4.69534840596671e-07	0.83
Astle_et_al_2016_White_blood_cell_count	ENSG00000100307.12	CBX7	5.33143731283837e-07	0.6
Astle_et_al_2016_White_blood_cell_count	ENSG00000172757.12	CFL1	5.51886112160418e-07	0.72
Astle_et_al_2016_White_blood_cell_count	ENSG00000203709.11	C1orf132	5.59990320808629e-07	0.636
Astle_et_al_2016_White_blood_cell_count	ENSG00000107159.12	CA9	6.06614100764478e-07	0.547
Astle_et_al_2016_White_blood_cell_count	ENSG00000125637.15	PSD4	6.61267936008204e-07	0.774
Astle_et_al_2016_White_blood_cell_count	ENSG00000100298.15	APOBEC3H	6.79813206679268e-07	0.616
Astle_et_al_2016_White_blood_cell_count	ENSG00000165555.9	NOXRED1	7.15276837454618e-07	0.744
Astle_et_al_2016_White_blood_cell_count	ENSG00000204634.12	TBC1D8	7.16971868793864e-07	0.588
Astle_et_al_2016_White_blood_cell_count	ENSG00000172732.11	MUS81	7.82565648736779e-07	0.62
Astle_et_al_2016_White_blood_cell_count	ENSG00000169252.5	ADRB2	8.11208639992931e-07	0.87
Astle_et_al_2016_White_blood_cell_count	ENSG00000105723.11	GSK3A	8.60825462398459e-07	0.548
Astle_et_al_2016_White_blood_cell_count	ENSG00000172638.12	EFEMP2	8.62673528160966e-07	0.885
Astle_et_al_2016_White_blood_cell_count	ENSG00000111725.10	PRKAB1	9.84571016989272e-07	0.978
Astle_et_al_2016_White_blood_cell_count	ENSG00000099998.17	GGT5	1.09874680643161e-06	0.858
Astle_et_al_2016_White_blood_cell_count	ENSG00000089558.8	KCNH4	1.12357101254162e-06	0.825
Astle_et_al_2016_White_blood_cell_count	ENSG00000186998.15	EMID1	1.17124146682493e-06	0.642
Astle_et_al_2016_White_blood_cell_count	ENSG00000189319.13	FAM53B	1.18858452836981e-06	0.65
Astle_et_al_2016_White_blood_cell_count	ENSG00000160285.14	LSS	1.21949713205315e-06	0.908
Astle_et_al_2016_White_blood_cell_count	ENSG00000120889.12	TNFRSF10B	1.26330081064314e-06	0.861
Astle_et_al_2016_White_blood_cell_count	ENSG00000164142.15	FAM160A1	1.32515842077013e-06	0.719
Astle_et_al_2016_White_blood_cell_count	ENSG00000253669.3	KB-1732A1.1	1.35913001136671e-06	0.714
Astle_et_al_2016_White_blood_cell_count	ENSG00000105722.9	ERF	1.35999842694003e-06	0.51
Astle_et_al_2016_White_blood_cell_count	ENSG00000114770.16	ABCC5	1.43515228544564e-06	0.941
Astle_et_al_2016_White_blood_cell_count	ENSG00000177663.13	IL17RA	1.44652539942618e-06	0.661
Astle_et_al_2016_White_blood_cell_count	ENSG00000125618.16	PAX8	1.49025511511244e-06	0.728
Astle_et_al_2016_White_blood_cell_count	ENSG00000100890.15	KIAA0391	1.61950132318948e-06	0.846
Astle_et_al_2016_White_blood_cell_count	ENSG00000175550.7	DRAP1	1.77279846502146e-06	0.666
Astle_et_al_2016_White_blood_cell_count	ENSG00000025156.12	HSF2	1.85423660054005e-06	0.865
Astle_et_al_2016_White_blood_cell_count	ENSG00000072818.11	ACAP1	2.14191036682693e-06	0.98
Astle_et_al_2016_White_blood_cell_count	ENSG00000262898.1	AC139099.4	2.17965272244275e-06	0.951
BCAC_ER_negative_BreastCancer_EUR	ENSG00000066468.22	FGFR2	4.73863095493857e-122	0.647
BCAC_ER_negative_BreastCancer_EUR	ENSG00000130595.17	TNNT3	2.1914499895105e-12	0.747
BCAC_ER_negative_BreastCancer_EUR	ENSG00000167244.18	IGF2	4.2588891234019e-12	0.528
BCAC_ER_negative_BreastCancer_EUR	ENSG00000130592.15	LSP1	9.15310256738887e-12	0.795
BCAC_ER_negative_BreastCancer_EUR	ENSG00000078403.16	MLLT10	1.69799155404149e-10	0.694
BCAC_ER_negative_BreastCancer_EUR	ENSG00000074527.11	NTN4	9.85808602061037e-10	0.932
BCAC_ER_negative_BreastCancer_EUR	ENSG00000198807.12	PAX9	1.46095528343693e-08	0.717
BCAC_ER_negative_BreastCancer_EUR	ENSG00000186468.12	RPS23	1.95971719707061e-07	0.571
BCAC_ER_negative_BreastCancer_EUR	ENSG00000254470.2	AP5B1	2.69813155848109e-07	0.642
BCAC_ER_negative_BreastCancer_EUR	ENSG00000115844.10	DLX2	3.68327745223045e-07	0.885
BCAC_ER_negative_BreastCancer_EUR	ENSG00000015133.18	CCDC88C	5.34022687166857e-07	0.856
BCAC_Overall_BreastCancer_EUR	ENSG00000066468.22	FGFR2	1.22645567392157e-123	0.712
BCAC_Overall_BreastCancer_EUR	ENSG00000105655.18	ISYNA1	7.54571965866518e-15	0.832
BCAC_Overall_BreastCancer_EUR	ENSG00000074527.11	NTN4	2.70051217858426e-14	0.941
BCAC_Overall_BreastCancer_EUR	ENSG00000130592.15	LSP1	1.08108213567569e-13	0.534
BCAC_Overall_BreastCancer_EUR	ENSG00000105656.12	ELL	1.74193221957509e-12	0.584
BCAC_Overall_BreastCancer_EUR	ENSG00000164362.18	TERT	2.75035356473147e-12	0.672
BCAC_Overall_BreastCancer_EUR	ENSG00000015133.18	CCDC88C	2.75100164649811e-09	0.906
BCAC_Overall_BreastCancer_EUR	ENSG00000198807.12	PAX9	7.78760087358716e-09	0.792
BCAC_Overall_BreastCancer_EUR	ENSG00000141699.10	FAM134C	8.23773025212187e-08	0.603
BCAC_Overall_BreastCancer_EUR	ENSG00000186468.12	RPS23	9.11964543433499e-08	0.541
